t,tick,state,px,py,pz,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,forces,forcesNames,cnx,cny,cnz,hasContact,penetration,vSlip
2.483333,298,AIRBORNE,19.590394,0.476479,35.172674,-0.581009,-0.482912,0.616170,-0.222619,9.645163,-3.092826,7.667911,39.756997,32.111764,-37.874557,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.491667,299,AIRBORNE,19.670749,0.450192,35.236403,-0.597869,-0.627579,0.406527,-0.288847,9.640038,-3.216199,7.626954,39.691438,32.058812,-37.812102,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.500000,300,AIRBORNE,19.751060,0.422877,35.299789,-0.573222,-0.728473,0.169015,-0.334928,9.634491,-3.339193,7.585777,39.625988,32.005947,-37.749751,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.508333,301,AIRBORNE,19.831323,0.394539,35.362832,-0.508974,-0.778829,-0.079803,-0.357774,9.628525,-3.461806,7.544384,39.560645,31.953170,-37.687502,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.516667,302,AIRBORNE,19.911534,0.365182,35.425528,-0.409747,-0.775421,-0.322721,-0.355923,9.622140,-3.584037,7.502778,39.495410,31.900479,-37.625355,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.525000,303,AIRBORNE,19.991690,0.334807,35.487877,-0.282529,-0.718745,-0.543077,-0.329622,9.615340,-3.705885,7.460960,39.430282,31.847876,-37.563312,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.533333,304,AIRBORNE,20.071788,0.303418,35.549877,-0.136168,-0.612942,-0.725890,-0.280792,9.608124,-3.827349,7.418933,39.365262,31.795359,-37.501370,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.541667,305,AIRBORNE,20.151825,0.271018,35.611526,0.019252,-0.465473,-0.858865,-0.212875,9.600496,-3.948429,7.376701,39.300349,31.742929,-37.439531,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.550000,306,AIRBORNE,20.231796,0.237612,35.672821,0.173112,-0.286574,-0.933196,-0.130584,9.592456,-4.069123,7.334265,39.235543,31.690585,-37.377793,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.558333,307,AIRBORNE,20.311698,0.203201,35.733763,0.314987,-0.088531,-0.944129,-0.039571,9.584007,-4.189430,7.291628,39.170844,31.638328,-37.316158,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.566667,308,AIRBORNE,20.391528,0.167789,35.794348,0.435344,0.115178,-0.891233,0.053970,9.575150,-4.309349,7.248793,39.106252,31.586156,-37.254624,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.575000,309,AIRBORNE,20.471283,0.131379,35.854575,0.526181,0.310800,-0.778383,0.143725,9.565887,-4.428879,7.205763,39.041766,31.534071,-37.193191,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.583333,310,BOUNCING,20.543217,0.121052,35.910365,0.573249,0.522486,-0.596338,0.206818,7.376581,3.087720,6.017838,54.707619,31.417681,-67.059826,191,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY|CONTACT_NORMAL|IMPACT_FRICTION|ROLL_RESIST",0.000000,1.000000,0.000000,1,0.000000,0.007822
2.591667,311,AIRBORNE,20.604757,0.146191,35.960459,0.548164,0.747587,-0.292537,0.234630,7.393612,2.945734,6.005143,54.602581,31.328152,-67.005152,143,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY|ROLL_RESIST",0.000000,1.000000,0.000000,1,0.000000,0.007779
2.600000,312,AIRBORNE,20.666446,0.170148,36.010452,0.444164,0.864688,0.052934,0.228540,7.411542,2.803971,5.993241,41.573485,23.852727,-51.016593,4111,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY|CLAMP",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.608333,313,AIRBORNE,20.728255,0.192981,36.060350,0.320776,0.870610,0.313860,0.201576,7.422728,2.675901,5.982197,41.504931,23.813394,-50.932467,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.616667,314,AIRBORNE,20.790156,0.214747,36.110155,0.170682,0.803509,0.548047,0.157750,7.433431,2.548049,5.970811,41.436490,23.774126,-50.848480,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.625000,315,AIRBORNE,20.852145,0.235449,36.159863,0.006776,0.669561,0.735842,0.100887,7.443652,2.420413,5.959084,41.368161,23.734922,-50.764632,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.633333,316,AIRBORNE,20.914216,0.255088,36.209472,-0.157432,0.480181,0.862186,0.035731,7.453391,2.292997,5.947020,41.299946,23.695784,-50.680921,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.641667,317,AIRBORNE,20.976366,0.273666,36.258979,-0.308338,0.251327,0.916908,-0.032281,7.462651,2.165803,5.934621,41.231843,23.656710,-50.597349,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.650000,318,AIRBORNE,21.038592,0.291185,36.308381,-0.433544,0.002087,0.895837,-0.097520,7.471432,2.038831,5.921888,41.163852,23.617700,-50.513914,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.658333,319,AIRBORNE,21.100889,0.307647,36.357676,-0.522872,-0.246928,0.801075,-0.154629,7.479736,1.912082,5.908825,41.095973,23.578755,-50.430618,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.666667,320,AIRBORNE,21.163253,0.323054,36.406861,-0.569166,-0.475291,0.640751,-0.198963,7.487565,1.785558,5.895432,41.028206,23.539873,-50.347458,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.675000,321,AIRBORNE,21.225680,0.337407,36.455933,-0.568849,-0.664429,0.428293,-0.226958,7.494920,1.659260,5.881713,40.960551,23.501056,-50.264436,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.683333,322,AIRBORNE,21.288167,0.350709,36.504889,-0.522174,-0.799116,0.181269,-0.236412,7.501803,1.533189,5.867670,40.893007,23.462303,-50.181550,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.691667,323,AIRBORNE,21.350709,0.362961,36.553726,-0.433155,-0.868674,-0.080087,-0.226647,7.508214,1.407347,5.853304,40.825575,23.423614,-50.098801,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.700000,324,AIRBORNE,21.413303,0.374165,36.602443,-0.309206,-0.867786,-0.334541,-0.198546,7.514157,1.281734,5.838618,40.758254,23.384989,-50.016189,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.708333,325,AIRBORNE,21.475944,0.384324,36.651036,-0.160501,-0.796866,-0.561590,-0.154466,7.519630,1.156352,5.823614,40.691044,23.346428,-49.933713,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.716667,326,AIRBORNE,21.538629,0.393438,36.699502,0.000878,-0.661957,-0.743102,-0.098032,7.524638,1.031203,5.808294,40.623945,23.307930,-49.851373,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.725000,327,AIRBORNE,21.601353,0.401511,36.747840,0.161929,-0.474188,-0.864743,-0.033827,7.529180,0.906287,5.792660,40.556957,23.269495,-49.769168,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.733333,328,AIRBORNE,21.664114,0.408544,36.796046,0.309783,-0.248821,-0.917080,0.032979,7.533258,0.781606,5.776715,40.490079,23.231124,-49.687099,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.741667,329,AIRBORNE,21.726906,0.414539,36.844117,0.432723,-0.003993,-0.896279,0.097052,7.536874,0.657162,5.760460,40.423311,23.192816,-49.605166,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.750000,330,AIRBORNE,21.789727,0.419497,36.892052,0.521109,0.240762,-0.804347,0.153316,7.540029,0.532955,5.743897,40.356654,23.154571,-49.523367,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.758333,331,AIRBORNE,21.852572,0.423422,36.939848,0.568112,0.466072,-0.648904,0.197357,7.542724,0.408988,5.727030,40.290106,23.116390,-49.441704,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.766667,332,AIRBORNE,21.915438,0.426314,36.987502,0.570226,0.654256,-0.442521,0.225759,7.544961,0.285261,5.709859,40.223668,23.078271,-49.360175,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.775000,333,AIRBORNE,21.978320,0.428177,37.035012,0.527500,0.790698,-0.201673,0.236365,7.546742,0.161777,5.692386,40.157340,23.040215,-49.278781,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.783333,334,AIRBORNE,22.041215,0.429011,37.082374,0.443502,0.864954,0.054596,0.228430,7.548067,0.038536,5.674615,40.091121,23.002222,-49.197520,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.791667,335,AIRBORNE,22.104120,0.428820,37.129588,0.324993,0.871524,0.306191,0.202663,7.548939,-0.084459,5.656547,40.025011,22.964292,-49.116394,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.800000,336,AIRBORNE,22.167030,0.427604,37.176649,0.181368,0.810225,0.533544,0.161158,7.549358,-0.207208,5.638183,39.959010,22.926424,-49.035402,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.808333,337,AIRBORNE,22.229941,0.425367,37.223557,0.023898,0.686143,0.719126,0.107211,7.549326,-0.329708,5.619527,39.893118,22.888618,-48.954543,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.816667,338,AIRBORNE,22.292851,0.422110,37.270307,-0.135171,0.509182,0.848783,0.045058,7.548844,-0.451958,5.600580,39.827335,22.850875,-48.873818,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.825000,339,AIRBORNE,22.355754,0.417835,37.316899,-0.283562,0.293243,0.912788,-0.020471,7.547914,-0.573957,5.581344,39.761660,22.813194,-48.793225,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.833333,340,AIRBORNE,22.418648,0.412545,37.363329,-0.409925,0.055113,0.906540,-0.084321,7.546538,-0.695702,5.561822,39.696093,22.775576,-48.712766,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.841667,341,AIRBORNE,22.481529,0.406241,37.409595,-0.504683,-0.186859,0.830858,-0.141611,7.544716,-0.817192,5.542014,39.630635,22.738019,-48.632439,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.850000,342,AIRBORNE,22.544392,0.398926,37.455695,-0.560756,-0.414177,0.691858,-0.187996,7.542450,-0.938426,5.521925,39.565284,22.700524,-48.552244,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.858333,343,AIRBORNE,22.607235,0.390601,37.501626,-0.574063,-0.609611,0.500425,-0.220000,7.539742,-1.059402,5.501555,39.500042,22.663091,-48.472182,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.866667,344,AIRBORNE,22.670053,0.381270,37.547387,-0.543802,-0.758489,0.271338,-0.235264,7.536593,-1.180117,5.480906,39.434906,22.625720,-48.392252,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.875000,345,AIRBORNE,22.732844,0.370933,37.592974,-0.472472,-0.849780,0.022101,-0.232715,7.533005,-1.300571,5.459981,39.369879,22.588411,-48.312454,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.883333,346,AIRBORNE,22.795602,0.359594,37.638386,-0.365648,-0.876881,-0.228404,-0.212632,7.528978,-1.420761,5.438782,39.304958,22.551162,-48.232787,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.891667,347,AIRBORNE,22.858325,0.347255,37.683620,-0.231528,-0.838069,-0.461350,-0.176608,7.524515,-1.540685,5.417310,39.240145,22.513976,-48.153252,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.900000,348,AIRBORNE,22.921009,0.333917,37.728673,-0.080287,-0.736569,-0.659381,-0.127419,7.519617,-1.660343,5.395569,39.175438,22.476851,-48.073848,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.908333,349,AIRBORNE,22.983651,0.319583,37.773545,0.076704,-0.580261,-0.807886,-0.068798,7.514286,-1.779732,5.373559,39.110838,22.439786,-47.994574,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.916667,350,AIRBORNE,23.046246,0.304255,37.818232,0.227738,-0.381039,-0.896057,-0.005154,7.508522,-1.898849,5.351283,39.046345,22.402784,-47.915432,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.925000,351,AIRBORNE,23.108792,0.287936,37.862732,0.361645,-0.153883,-0.917648,0.058770,7.502328,-2.017695,5.328744,38.981958,22.365842,-47.836420,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.933333,352,AIRBORNE,23.171284,0.270628,37.907044,0.468612,0.084282,-0.871388,0.118249,7.495705,-2.136265,5.305943,38.917677,22.328961,-47.757538,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.941667,353,AIRBORNE,23.233719,0.252333,37.951164,0.540887,0.315858,-0.761012,0.168923,7.488654,-2.254559,5.282882,38.853502,22.292140,-47.678786,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.950000,354,AIRBORNE,23.296094,0.233053,37.995091,0.573334,0.523872,-0.594938,0.207112,7.481178,-2.372575,5.259563,38.789433,22.255381,-47.600165,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.958333,355,AIRBORNE,23.358404,0.212790,38.038823,0.563770,0.693215,-0.385589,0.230083,7.473277,-2.490311,5.235989,38.725470,22.218682,-47.521672,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.966667,356,AIRBORNE,23.420647,0.191548,38.082357,0.513097,0.811719,-0.148448,0.236234,7.464953,-2.607764,5.212161,38.661612,22.182044,-47.443310,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.975000,357,AIRBORNE,23.482819,0.169329,38.125691,0.425198,0.871016,0.099107,0.225199,7.456209,-2.724933,5.188082,38.597859,22.145466,-47.365076,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.983333,358,AIRBORNE,23.544916,0.146134,38.168824,0.306626,0.867095,0.339084,0.197861,7.447044,-2.841817,5.163754,38.534212,22.108948,-47.286972,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
2.991667,359,AIRBORNE,23.606935,0.121966,38.211753,0.166095,0.800545,0.554182,0.156275,7.437462,-2.958412,5.139179,38.470669,22.072491,-47.208996,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.000000,360,BOUNCING,23.665003,0.118998,38.252933,0.031842,0.680030,0.725393,0.101735,6.536664,2.045179,4.760919,43.281079,21.981036,-59.424218,191,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY|CONTACT_NORMAL|IMPACT_FRICTION|ROLL_RESIST",0.000000,1.000000,0.000000,1,0.000000,0.006780
3.008333,361,AIRBORNE,23.719501,0.135522,38.292563,-0.130080,0.466451,0.874659,0.021792,6.543605,1.920568,4.750833,43.193381,21.909607,-59.366836,143,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY|ROLL_RESIST",0.000000,1.000000,0.000000,1,0.000000,0.006720
3.016667,362,AIRBORNE,23.774068,0.151008,38.332117,-0.278647,0.206398,0.936018,-0.060221,6.552253,1.796137,4.742032,39.463149,20.017467,-54.239846,4111,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY|CLAMP",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.025000,363,AIRBORNE,23.828699,0.165472,38.371597,-0.390366,-0.050139,0.910039,-0.130116,6.559167,1.675356,4.733285,39.398075,19.984459,-54.150405,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.033333,364,AIRBORNE,23.883386,0.178931,38.411004,-0.469253,-0.302073,0.807977,-0.189016,6.565607,1.554753,4.724229,39.333108,19.951505,-54.061111,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.041667,365,AIRBORNE,23.938125,0.191385,38.450334,-0.508890,-0.528419,0.638711,-0.232062,6.571577,1.434330,4.714867,39.268248,19.918605,-53.971965,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.050000,366,AIRBORNE,23.992911,0.202837,38.489584,-0.506171,-0.710491,0.416634,-0.255754,6.577076,1.314088,4.705200,39.203495,19.885759,-53.882966,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.058333,367,AIRBORNE,24.047741,0.213287,38.528753,-0.461528,-0.833418,0.160398,-0.258223,6.582107,1.194028,4.695229,39.138849,19.852968,-53.794113,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.066667,368,AIRBORNE,24.102611,0.222738,38.567837,-0.378850,-0.887337,-0.108673,-0.239367,6.586671,1.074152,4.684957,39.074310,19.820230,-53.705407,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.075000,369,AIRBORNE,24.157518,0.231191,38.606835,-0.265124,-0.868144,-0.368371,-0.200841,6.590769,0.954462,4.674385,39.009876,19.787547,-53.616848,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.083333,370,AIRBORNE,24.212456,0.238646,38.645743,-0.129832,-0.777768,-0.597438,-0.145903,6.594403,0.834959,4.663516,38.945550,19.754918,-53.528434,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.091667,371,AIRBORNE,24.267423,0.245107,38.684559,0.015860,-0.623943,-0.777292,-0.079122,6.597574,0.715644,4.652350,38.881329,19.722342,-53.440166,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.100000,372,AIRBORNE,24.322415,0.250574,38.723281,0.160028,-0.419514,-0.893512,-0.005999,6.600283,0.596521,4.640891,38.817214,19.689820,-53.352044,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.108333,373,AIRBORNE,24.377427,0.255050,38.761906,0.290966,-0.181332,-0.936964,0.067494,6.602531,0.477589,4.629139,38.753205,19.657352,-53.264067,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.116667,374,AIRBORNE,24.432455,0.258535,38.800433,0.398136,0.071152,-0.904483,0.135405,6.604321,0.358851,4.617096,38.689301,19.624937,-53.176235,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.125000,375,AIRBORNE,24.487497,0.261031,38.838857,0.473005,0.317491,-0.799058,0.192281,6.605653,0.240309,4.604764,38.625503,19.592576,-53.088548,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.133333,376,AIRBORNE,24.542548,0.262540,38.877178,0.509704,0.537898,-0.629524,0.233598,6.606529,0.121964,4.592145,38.561810,19.560268,-53.001006,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.141667,377,AIRBORNE,24.597605,0.263064,38.915392,0.505477,0.714824,-0.409784,0.256119,6.606950,0.003818,4.579241,38.498222,19.528013,-52.913608,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.150000,378,AIRBORNE,24.652663,0.262605,38.953498,0.460859,0.834340,-0.157645,0.258135,6.606917,-0.114127,4.566053,38.434739,19.495812,-52.826354,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.158333,379,AIRBORNE,24.707719,0.261163,38.991492,0.379600,0.887202,0.106650,0.239586,6.606432,-0.231870,4.552584,38.371360,19.463663,-52.739244,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.166667,380,AIRBORNE,24.762769,0.258741,39.029373,0.268331,0.869537,0.362054,0.202043,6.605496,-0.349407,4.538834,38.308086,19.431568,-52.652277,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.175000,381,AIRBORNE,24.817809,0.255340,39.067139,0.136003,0.783082,0.588398,0.148569,6.604111,-0.466739,4.524806,38.244917,19.399525,-52.565454,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.183333,382,AIRBORNE,24.872836,0.250962,39.104786,-0.006842,0.634993,0.767966,0.083462,6.602278,-0.583861,4.510502,38.181851,19.367536,-52.478774,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.191667,383,AIRBORNE,24.927846,0.245609,39.142313,-0.148921,0.437212,0.886863,0.011895,6.599998,-0.700774,4.495923,38.118890,19.335599,-52.392237,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.200000,384,AIRBORNE,24.982835,0.239283,39.179717,-0.279102,0.205482,0.936066,-0.060489,6.597272,-0.817474,4.481070,38.056032,19.303715,-52.305843,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.208333,385,AIRBORNE,25.037799,0.231985,39.216997,-0.387273,-0.041930,0.912069,-0.128032,6.594103,-0.933960,4.465947,37.993278,19.271883,-52.219591,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.216667,386,AIRBORNE,25.092735,0.223718,39.254149,-0.465118,-0.285682,0.817093,-0.185499,6.590491,-1.050230,4.450554,37.930628,19.240104,-52.133482,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.225000,387,AIRBORNE,25.147640,0.214482,39.291172,-0.506741,-0.506873,0.658856,-0.228478,6.586438,-1.166281,4.434893,37.868080,19.208377,-52.047514,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.233333,388,AIRBORNE,25.202508,0.204280,39.328063,-0.509097,-0.688502,0.449905,-0.253714,6.581945,-1.282112,4.418967,37.805636,19.176703,-51.961688,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.241667,389,AIRBORNE,25.257337,0.193114,39.364821,-0.472197,-0.816754,0.206598,-0.259347,6.577014,-1.397721,4.402776,37.743295,19.145081,-51.876004,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.250000,390,AIRBORNE,25.312124,0.180986,39.401442,-0.399065,-0.882031,-0.052198,-0.245039,6.571646,-1.513105,4.386323,37.681057,19.113511,-51.790461,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.258333,391,AIRBORNE,25.366864,0.167897,39.437925,-0.295481,-0.879637,-0.306583,-0.211984,6.565843,-1.628262,4.369610,37.618921,19.081993,-51.705059,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.266667,392,AIRBORNE,25.421553,0.153849,39.474268,-0.169501,-0.810083,-0.537152,-0.162795,6.559606,-1.743191,4.352637,37.556888,19.050527,-51.619798,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
3.275000,393,AIRBORNE,25.476189,0.138844,39.510469,-0.030822,-0.678989,-0.726473,-0.101296,6.552936,-1.857888,4.335408,37.494957,19.019113,-51.534678,15,"GRAVITY|DRAG|MAGNUS|SPIN_DECAY",0.000000,0.000000,0.000000,0,0.000000,0.000000
